date,pmi_level,pmi_delta,ppi_level,ppi_delta,vix_level,dxy_level,real_rate_level,cn_pmi_level,cn_pmi_delta,cn_ppi_level,cn_ppi_delta,us10y_level,us10y_delta,yield_spread_level,yield_spread_delta,credit_impulse_level,credit_impulse_delta,commodity_mom
2005-05-27,1.5803592759598664,-0.5800109297655399,1.580359275959856,-0.5800109297658225,-1.094588838085199,0.3449367041309214,-0.7073322727127803,0.0,0.0,-0.8471628474764956,0.059262989170857316,-1.1152635148964916,-0.6594293817382365,-1.6732838611750314,0.6135741045166392,0.0,0.0,-0.48703454987717326
2005-06-03,1.156478225151423,-1.4407728350179374,1.1564782251514152,-1.4407728350186215,-1.0565674613483766,0.9485031234187243,-1.0737154400851217,0.0,0.0,-0.7329022892812024,0.15440497779454931,-1.6284206491995543,-1.6131048957868463,-1.6708761493891457,-0.535718374238685,0.0,0.0,-0.6174760682586237
2005-06-10,1.1160719399109227,-1.3804868273248847,1.116071939910915,-1.380486827325526,-1.1198140810319734,1.214612246093136,-0.15073069001632933,0.0,0.0,-0.7391723302392779,0.17686150335641426,-1.256168608911098,-1.2816833762308217,-1.7412688265483305,-0.8399870174051993,0.0,0.0,-0.5764238396130282
2005-06-17,1.0778490303456825,-1.3242350625133956,1.0778490303456854,-1.3242350625140007,-1.3305975571531024,0.8741603255949051,-0.2579820458641085,0.0,0.0,-0.7455025619844821,0.20008064275049722,-1.013798424368372,-1.4643709999084713,-1.6121688145347135,0.30046532998567177,0.0,0.0,0.24860941765712427
2005-06-24,1.041674085771895,-2.140899631728076,1.041674085771898,-2.1408996317289803,-0.9108343181923682,1.2738281452243794,-0.8243228906304185,0.0,0.0,-0.7518942660216396,0.07768108157051219,-2.058527212582336,-1.530157035423104,-1.6275739621592615,-0.03947862086566561,0.0,0.0,0.1097530588465292
2005-07-01,1.0967122854230404,-1.8411926245170627,1.0967122854230325,-1.841192624517814,-1.2842552528331483,1.7329895593963918,0.10682449313486013,0.0,0.0,-1.4127668477731437,-0.3445059667162171,-1.1073478419779281,-1.1326552624346715,-1.6260368891240418,-0.5989732844693332,0.0,0.0,-0.8496697761073624
2005-07-08,1.0592861358999608,-1.7565675312235138,1.059286135899953,-1.7565675312242124,-1.2086964835230567,1.7148267599214957,0.9383974782417525,0.0,0.0,-1.3647541799929974,-0.3158610270685262,-0.7468773500167548,-0.11478495486414494,-1.512139574156292,-0.2579519984210991,0.0,0.0,-0.603653356562395
2005-07-15,1.023833238501744,-1.6804074309130284,1.0238332385017472,-1.6804074309136847,-1.7218804149636597,1.4773222099024566,2.1111783403576685,0.0,0.0,-1.3195007373202106,-0.28648307064034967,-0.2490840751066373,0.1714536601362369,-1.4778897048468949,0.6428693732797893,0.0,0.0,-1.0958785156451643
2005-07-22,0.9902758111748036,-1.6009477437841173,0.9902758111747842,-1.6009477437847137,-1.5596672079240874,1.4411126981522588,1.613821060404463,0.0,0.0,-1.2767108711671658,-0.2649053845261256,0.12574791651359993,0.5227844808231963,-1.4431269170804497,1.481795815324768,0.0,0.0,-0.47259463509078525
2005-07-29,0.9585844098244826,-1.9285564385440404,0.9585844098244629,-1.9285564385447098,-0.9711900341827359,1.3506606472340175,2.0279389692598087,0.0,0.0,-1.236130820813882,-0.366032480255808,0.5272874519389882,0.4317382609759525,-1.4933237727190838,0.9086113831886192,0.0,0.0,-0.07596170631107443
2005-08-05,1.7238249151665532,-0.39251606860792393,1.7238249151665501,-0.39251606860806176,-0.47095876905333306,0.8945476885224853,2.6674947650607472,0.0,0.0,-1.1975413141824072,-0.34256802916396223,1.3577205606050913,1.3867044246557885,-1.3872437366241175,1.6142645755765392,0.0,0.0,0.12174268518584104
2005-08-12,1.661528532980379,-0.3704212355314343,1.6615285329803653,-0.37042123553156603,-0.2826717633887657,0.5172931381988712,1.6886741234063412,0.0,0.0,-1.1607517057038372,-0.31893347882992795,0.20572203796772026,0.742335189551408,-1.5420663246377249,1.2393379422962407,0.0,0.0,0.279563907424649
2005-08-19,1.6061130419410312,-0.3482746588913216,1.6061130419410174,-0.34827465889144726,0.18058642962673588,1.0846598227485247,1.0809313440305628,0.0,0.0,-1.1255952871731612,-0.29507257178613905,-0.005525030527605592,0.783610341309962,-1.5141712546732087,1.1034511438739127,0.0,0.0,-0.426883460697839
2005-08-26,1.5571200366960203,0.4271358894266274,1.5571200366960185,0.4271358894267818,0.3904481193778983,0.853595957632128,0.708843249738659,0.0,0.0,-1.0919255035433935,-0.362855717022428,-0.07321650314044141,1.083000174158872,-1.5494654378706272,0.9775782325192933,0.0,0.0,-0.9541638113644995
2005-09-02,2.2769616572869293,1.8903190820349405,2.2769616572869107,1.8903190820355764,0.29730569453933514,0.3169019849543592,-1.3878164046482973,0.0,0.0,-0.9696470325821775,-0.2694155977808335,-1.243007023184526,0.14364113000991463,-1.2102479400330926,2.872773935631762,0.0,0.0,-0.345065388605191
2005-09-09,2.153883926490384,1.7975192738679249,2.1538839264903675,1.7975192738684909,-0.7177298540738288,0.5514425403475244,-0.8646367986592721,0.0,0.0,-0.937236181618031,-0.24780762145872381,-0.453989101256098,0.3850325694065379,-1.2198076398633044,2.286497689609116,0.0,0.0,-0.5241412094818552
2005-09-16,2.0474740549009236,1.7138035370678486,2.0474740549008965,1.7138035370683575,-1.1664378952956171,0.9991337771247596,0.04012114679579888,0.0,0.0,-0.9059210145325967,-0.22597191610086625,0.3805985159868937,1.505745736303832,-1.118512210838828,2.6815584224727784,0.0,0.0,-0.0506773880985364
2005-09-23,1.9546527059245011,1.4758781634426272,1.9546527059244867,1.4758781634430471,-0.027110086248230154,1.4200943806238087,0.14749685843309068,0.0,0.0,-0.8756041596168704,0.29612199276607837,0.28470533426323275,0.8625104635808764,-1.212446807004291,2.273910113065871,0.0,0.0,0.8475054993768867
2005-09-30,3.288235518030707,3.736161929332191,3.288235518030686,3.7361619293329706,-0.689318093081659,1.4987483240781476,0.5598121795745633,0.0,0.0,-1.5025351150491932,-0.2693434525045805,0.9061607315636658,0.9903998025949131,-1.3366998842022586,1.3825897329692787,0.0,0.0,1.078148841826474
2005-10-07,3.00420001080608,3.263916749337213,3.0042000108060725,3.2639167493377568,1.050477911276042,1.340593612113781,1.696580067120122,0.0,0.0,-1.445163572237343,-0.2419583636218013,0.9435612886063939,0.7104176215475528,-1.277715396034294,1.4906748771238836,0.0,0.0,1.5537729288854538
2005-10-14,2.781795264469485,2.923242029510453,2.781795264469471,2.9232420295108623,1.238353769726203,1.3690708112175285,2.298753201309836,0.0,0.0,-1.3922683615336677,-0.21383497502460416,1.770534471693715,1.0102030654137408,-1.1522487628018314,1.8262377965654195,0.0,0.0,1.2930919760144466
2005-10-21,2.6023682142226883,2.661630596679541,2.602368214222676,2.6616305966798652,2.012637109989078,1.6378589644753994,1.402588750763583,0.0,0.0,-1.3434064740068226,-0.1848175214842786,1.1079924821910851,0.38255268869039666,-1.217793820007221,1.8033826448557466,0.0,0.0,0.7959356636620553
2005-10-28,2.4546211383525676,1.6776393626756827,2.4546211383525565,1.6776393626758788,0.8647123423546161,1.3323064723270956,2.3232871884874386,0.0,0.0,-1.2982422311114643,-0.15471886661722598,2.282391123429206,0.6661330707773943,-1.166436031717033,1.5775473906352007,0.0,0.0,1.0287906487216536
2005-11-04,3.2647071132377414,3.0672782682201203,3.2647071132377294,3.067278268220413,0.15477184559137316,1.8029647912165832,2.528476918941805,0.0,0.0,-1.6880535623728692,-0.5360534845433741,2.579208969457148,1.658497437345059,-1.1127120707045166,2.2252211779141056,0.0,0.0,0.37755853856714905
2005-11-11,2.9414717044249326,2.7714403003224626,2.9414717044249232,2.7714403003226864,-0.8465128592893714,1.9256200926941875,2.4068584753565974,0.0,0.0,-1.6505315584279792,-0.5068691899641731,1.7863720105126248,1.2592960013314927,-1.29558805099521,1.6505741802819498,0.0,0.0,1.0931815567410685
2005-11-18,2.6911148149045183,2.5388028402280782,2.691114814904504,2.538802840228257,-1.1414892154426441,1.808970577963441,2.368005555085821,0.0,0.0,-1.6221914306093834,-0.47756472619553786,1.4184785036297898,1.0497638719511755,-1.285797240066773,1.7699043684899538,0.0,0.0,2.117360682788048
2005-11-25,2.4894367532781034,1.7470760245636352,2.4894367532780968,1.7470760245637516,-1.2551668605887993,1.7597067950260512,1.955330899230638,0.0,0.0,-1.604399997077593,-0.5438502296945603,0.9679633366133531,1.4124182110130319,-1.2490847856866076,0.78864941923267,0.0,0.0,1.8206572939415966
2005-12-02,1.8997696087495597,1.0317286316934304,1.8997696087495615,1.0317286316934975,-1.1325490492856358,1.6665954354749233,2.5063414621605946,0.0,0.0,-2.2998518495476494,-1.3055379690374758,1.443791463114502,1.2835230091616479,-1.2565369699986835,0.8279987039480585,0.0,0.0,2.5535723114053304
2005-12-09,1.7998194732818507,1.0040391444333565,1.7998194732818402,1.0040391444334207,-0.6825980025972543,1.3922066082031086,2.4340388160918804,0.0,0.0,-2.2362833561734408,-1.2785731184566431,1.4904518999580643,0.8460512660459015,-1.1694435924523072,0.7312577012465282,0.0,0.0,2.7414246142192082
2005-12-16,1.7102085415104678,0.9772759883274993,1.71020854151047,0.9772759883275605,-1.2901671030219017,0.8792826235064464,1.8866649089868113,0.0,0.0,-2.1910300501897755,-1.2575508007202705,0.9428045510205741,0.5163448315930214,-1.2346985288643169,0.9168521896870863,0.0,0.0,1.618830780490825
2005-12-23,1.629117911543705,-0.41790735995768985,1.6291179115437016,-0.41790735995771594,-1.5137426299002936,1.1989541058421331,1.569881929636826,0.0,0.0,-2.165494678802462,-0.3578128102994463,0.5282700998566834,-0.13814909880841522,-1.4360372146795144,0.8842554153920917,0.0,0.0,1.2887905959304453
2005-12-30,1.5563048196104678,-0.40664821643261634,1.5563048196104647,-0.4066482164326417,-0.388063758206145,1.2709699848509215,1.4440054252374241,0.0,0.0,-2.072596963242747,-0.3468844283766399,0.5671648588601256,-0.13420642500011168,-1.5117632631498645,0.5913129602682645,0.0,0.0,1.3068857408588386
2006-01-06,1.5026166461740966,-0.373814662421297,1.5026166461740933,-0.3738146624213202,-1.010921030318704,0.4871493141799644,1.3324883001782548,0.0,0.0,-1.9930071120029849,-0.33601181193861046,0.4996594994687069,-0.6797671262160366,-1.351978812718543,0.5633900286705636,0.0,0.0,1.8526454217102581
2006-01-13,1.4399492035863521,-0.3632127392326375,1.4399492035863493,-0.36321273923266006,-0.8500241523775965,0.47180826094222283,0.8353751880242614,0.0,0.0,-1.9251999870843293,-0.3251910624659348,0.3727767141702652,-0.3751063116936373,-1.321060864047001,0.8025551256159922,0.0,0.0,2.189229802192675
2006-01-20,1.3818132622339367,-0.35267014590040785,1.381813262233934,-0.3526701459004297,1.1694997269606318,0.46349703034498135,0.6346289098577372,0.0,0.0,-1.8682890142065465,-0.314418349082242,0.4079879865037474,-1.0740572571087856,-1.3684413861477422,0.5671511391275283,0.0,0.0,1.603641246312498
2006-01-27,1.3276301098845757,-1.5983161396664824,1.3276301098845675,-1.598316139666577,-0.3864779099039414,0.560995955000633,1.058711446431331,0.0,0.0,-1.8219759693210489,0.22742120054807236,1.2071408125059417,-0.7806591807618523,-1.29942869098031,0.537541558550485,0.0,0.0,2.6550150446747867
2006-02-03,1.3739620903763323,-1.3968276943068407,1.3739620903763297,-1.3968276943069209,0.19477631083430397,0.7283566254128063,0.9065544674143253,0.0,0.0,-1.8757579774449777,0.02741524275114127,1.2687632003846794,-0.26582005806238435,-1.4809012571789093,0.6535933028917257,0.0,0.0,2.3629680542449614
2006-02-10,1.321605305585592,-1.3578942499102018,1.321605305585584,-1.3578942499102773,0.12356938520113907,0.9236129387153933,1.3832549539878263,0.0,0.0,-1.7804528688714936,-0.009084475281223988,1.4842971424977967,0.12404734178210268,-1.614219261335449,0.323405119126263,0.0,0.0,1.1852929024423062
2006-02-17,1.2726702318118595,-1.320854832207111,1.272670231811857,-1.3208548322071823,-0.41674116438256714,0.9216633143981904,0.9916206322982511,0.0,0.0,-1.6947826165009627,-0.04841142740981882,1.1628743379493949,0.19889446337232858,-1.64214843974762,0.1457470502306288,0.0,0.0,1.0396227118421184
2006-02-24,1.2268051006720553,-0.713838865591124,1.2268051006720584,-0.713838865591163,-0.755944255391284,0.8826590908863635,0.8977234505814196,0.0,0.0,-1.617113764276886,0.9022654769426541,1.327452891632291,-0.008584901903570693,-1.7313833218915984,-0.15373027831274425,0.0,0.0,0.8119718082507782
2006-03-03,0.870205300851661,-1.1735885676819457,0.8702053008516591,-1.1735885676820088,-0.4474389183981648,0.5023485157444233,1.151335976714255,0.0,0.0,-1.578981971315087,0.8308125220647922,1.7726239981271057,0.31781874097055773,-1.3748702540767646,0.32423264582479744,0.0,0.0,0.4834055794270951
2006-03-10,0.8365772471238337,-1.151676533193457,0.836577247123832,-1.1516765331935177,-0.5028699138130955,0.9521002828933398,1.9807792732453973,0.0,0.0,-1.5078395925559371,0.8132926539771651,2.101839022728426,1.0147048923879973,-0.9528874972479751,1.410982372804357,0.0,0.0,0.6736662352760246
2006-03-17,0.8038041017907903,-1.1304052541399108,0.8038041017907885,-1.130405254139969,-0.3243611415325602,0.11167607234822097,1.507663548212488,0.0,0.0,-1.4422101642450498,0.8010930848474269,1.6463680488887402,0.9709750962532819,-0.8894201246094827,2.015334746601223,0.0,0.0,1.1055062226631323
2006-03-24,0.7717783541541161,-1.1053641267294252,0.7717783541541144,-1.105364126729481,-0.8663456004808697,0.5924665523682173,1.6543611635405404,0.0,0.0,-1.381302949946559,0.769590810244719,1.575226716627851,0.9018412740176937,-1.2140767097082914,1.5380666624738832,0.0,0.0,1.002708568054122
2006-03-31,0.6063624197956893,-1.271764152275835,0.606362419795688,-1.2717641522758971,-0.7142205006909806,0.40477691147140427,2.298298342993944,0.0,0.0,-1.7680881645179984,-0.04860598434294546,2.34125547017514,1.6537536469845913,-0.7824286514402162,1.886907492366699,0.0,0.0,1.2412231107168157
2006-04-07,0.5780913606575525,-1.2298882043399963,0.5780913606575513,-1.2298882043400545,-0.17504724896118581,0.32360392245549313,2.4925822443133003,0.0,0.0,-1.683781251506389,-0.07333531321148978,2.6257852217553763,2.0681876422212753,-0.5673798570363303,2.0915529687774383,0.0,0.0,1.4454017462529232
2006-04-14,0.5499555228773054,-1.1901061946701577,0.5499555228773101,-1.1901061946702125,-0.042415878582128086,0.2836670473274885,2.5265706626243625,0.0,0.0,-1.6072671168634447,-0.0989666441763054,2.6975833675315455,2.185591210231067,-0.4905119829781042,2.183788154262191,0.0,0.0,2.206768469795305
2006-04-21,0.5218708444391058,-1.1522117718927674,0.5218708444391047,-1.152211771892819,-0.5562189045839854,-0.6423149811529962,2.002490343617873,0.0,0.0,-1.5373276991757667,-0.1256215982475265,2.346048324159704,1.432557000562059,-0.34795260137779693,2.1173173983870455,0.0,0.0,1.8776182809870399
2006-04-28,0.4937479605051533,-1.247071029430065,0.493747960505152,-1.2470710294301195,-0.5270646707468828,-1.8544581352960945,1.9096037244962656,0.0,0.0,-1.4730019120603597,0.131269714248018,2.3801228424347483,1.5128317616962978,0.2238279371561866,2.9206054200443905,0.0,0.0,2.0416911976584093
2006-05-05,0.7189046612362318,-0.9062427976780668,0.7189046612362301,-0.9062427976781059,-0.47688141181817983,-2.4929251566973067,2.0561657245327956,0.0,0.0,-1.904771645825244,-0.8520885330853808,2.366482706138505,1.458980439357861,0.15389970288737226,2.8183391251892456,0.0,0.0,2.7700980275819855
2006-05-12,0.6884016344998007,-0.8782592623941067,0.688401634499799,-0.8782592623941441,1.6166268750398036,-2.9903804868915866,2.029742630518768,0.0,0.0,-1.8156143063022967,-0.8190156766461493,2.4129064180310507,1.7748353711482039,0.20557012167600575,2.68606329650989,0.0,0.0,2.8904121239664207
2006-05-19,0.6582853803089097,-0.851102780455937,0.6582853803089145,-0.8511027804559727,3.5009858839766816,-2.3557625591067732,1.7737497315045567,0.0,0.0,-1.73585368493188,-0.7867422567216624,1.8540785505729358,1.1261586384307916,-0.3755439209548288,2.2234877073167185,0.0,0.0,1.087375464830236
2006-05-26,0.628460551621526,-0.42267826143304027,0.6284605516215244,-0.422678261433058,1.357455590238482,-2.0867062103516374,1.7366636505174082,0.0,0.0,-1.664064245347708,-0.6911771829898563,1.7941419459107197,0.7933080981184014,-0.2703022681065411,1.730292531421673,0.0,0.0,0.8564087275390879
2006-06-02,0.7747506255559796,-0.22705299470140636,0.7747506255559842,-0.2270529947014159,1.3459399687106222,-2.533242701924083,1.3973834139488728,0.0,0.0,-1.166985459492785,0.3189378890970448,1.547092923944476,0.2857257467663756,-0.38660133709081995,1.017996556326661,0.0,0.0,0.8034474866201189
2006-06-09,0.745542310540211,-0.23035544425918034,0.745542310540202,-0.23035544425919005,3.4157997271132676,-1.613482010127634,1.6595241665249725,0.0,0.0,-1.1304906099398926,0.3763435313839281,1.4284228986661596,0.4705591466885262,-1.1934368306924117,0.29573857438205947,0.0,0.0,-0.3139271489735545
2006-06-16,0.7172488134599848,-0.23366663840271296,0.7172488134599826,-0.2336666384027228,2.631942955590031,-1.4706741096251654,1.9347071515483512,0.0,0.0,-1.0966589127504898,0.4426295394937388,1.8076335773876915,1.0620805029850005,-1.1613684255419083,0.7413058227124449,0.0,0.0,-1.359523569480531
2006-06-23,0.6899140728480463,-0.07247517254703197,0.689914072848044,-0.07247517254703505,1.7663216296380349,-1.0046771601438056,2.2215343915760757,0.0,0.0,-1.0655391032354535,1.5432424396330562,2.0285208427480748,0.691289158376813,-1.2026646959663285,0.10415562097183804,0.0,0.0,-1.709825524007931
2006-06-30,0.8357321112179001,0.08547319086323009,0.8357321112178971,0.08547319086323377,0.20790037452063614,-1.6863822001616207,1.7364458806158538,0.0,0.0,-0.07725287933680093,3.330280224928804,1.7102357649952011,-0.2029391276462062,-0.9254976224019136,0.001251154918948352,0.0,0.0,-1.4866830546867584
2006-07-07,0.8129030453426539,0.0715498574216972,0.8129030453426507,0.0715498574217003,0.671764211097627,-1.7082700423111785,1.692038539046444,0.0,0.0,-0.049217496354937364,2.9922366946813703,1.611645911588648,-0.6706542729951481,-1.059044576374963,-0.23853150969132192,0.0,0.0,-1.4680545461940278
2006-07-14,0.7931713396570064,0.05752277450465863,0.7931713396570114,0.05752277450466114,2.6785638820764768,-1.1551205116931758,1.4313103568579466,0.0,0.0,-0.020022858379966257,2.731424026423023,1.3457075169580024,-0.8428559731743176,-0.8613593882948835,-0.27125393422858624,0.0,0.0,-1.5028360700414372
2006-07-21,0.7776975713111596,0.0433812548762847,0.7776975713111466,0.0433812548762866,2.194955769413964,-1.1811684704431107,1.335628499489492,0.0,0.0,0.010535048248170767,2.5217270584561025,1.236203598246855,-1.2294820335500347,-1.0057858214096753,-1.0383986861069967,0.0,0.0,-2.3291627497070944
2006-07-28,0.7686252105885033,-0.2822321056069748,0.7686252105884889,-0.28223210560698736,0.6265230875832112,-1.3439568144983345,0.9914618005395817,0.0,0.0,0.0427054844322305,3.0443129802559152,1.0440305809131565,-1.6836908640096542,-0.5293171442681471,-0.5789981174057092,0.0,0.0,-2.195380383496356
2006-08-04,0.9659501043927043,-0.1238840505690178,0.9659501043927083,-0.12388405056902331,0.6118555303081765,-1.6517782078736316,0.5507645735640729,0.0,0.0,0.13657739525021195,2.817088378850977,0.7418555582987101,-2.28235475286165,-0.6838760448464686,-0.7295793019688867,0.0,0.0,-1.9426391930623357
2006-08-11,0.959220744360944,-0.1281102344496636,0.9592207443609587,-0.12811023444966932,0.5750599819348496,-1.219460715898896,0.637207901403039,0.0,0.0,0.17367809695672176,2.5773859180927485,0.8890162730375017,-1.325965538379805,-0.5616995956412668,-0.041684521500934386,0.0,0.0,-1.2667289217000304
2006-08-18,0.9637210215116865,-0.13234686571833318,0.9637210215116898,-0.1323468657183391,-0.7350469297028742,-1.3485194398436022,0.34369514256602957,0.0,0.0,0.21374567548582182,2.3826924947188908,0.46271532817114386,-1.8649393431075616,-0.9076942656045021,-0.42788288302256233,0.0,0.0,-1.4278343708514218
2006-08-25,0.9874116902899278,-0.33255021329719425,0.9874116902899163,-0.3325502132972091,-0.387781272525515,-1.1915838854763074,0.2386054058692651,0.0,0.0,0.2574627096912449,1.6974226612226806,0.2777770278511242,-1.7317736622548867,-1.2393087014336523,-0.6022334491094204,0.0,0.0,-0.9245815222502773
2006-09-01,2.0204067262679284,0.24935379399143082,2.0204067262679026,0.24935379399144197,-0.5452212683891983,-1.345741642224612,0.24102427358783646,0.0,0.0,0.10025004352491292,1.4488180150268575,0.045644650011422865,-1.8350638754201793,-0.929248488788973,0.43614821650818814,0.0,0.0,-0.14773268447403026
2006-09-08,2.0412928311678207,0.25459564587174865,2.041292831167792,0.25459564587176015,0.03924499580525011,-0.9238149279011951,0.6333565310740111,0.0,0.0,0.15212614527889456,1.3912652235710399,0.17820433932645763,-2.124055646332744,-0.7053347852987858,0.5668816441886136,0.0,0.0,0.1503601226059529
2006-09-15,2.100205255483263,0.25986328201161113,2.1002052554832273,0.25986328201162284,-0.6655022408452289,-0.884881518198161,0.7389374814543973,0.0,0.0,0.2118632645075315,1.3374838594010925,0.21718631508251887,-2.26754594676945,-1.200985261638648,0.26760555941681163,0.0,0.0,-0.8582516403682289
2006-09-22,2.2230789628638976,0.08978050090122762,2.2230789628638505,0.08978050090123167,-0.24697502720416867,-1.1566224083903802,0.198617306108707,0.0,0.0,0.2829193050612815,0.2746336943991237,-0.5340110169102176,-2.49826699408259,-1.1710720202742972,0.042930977539270415,0.0,0.0,-1.0091659244371076
2006-09-29,2.1016047824591997,0.12295828720841034,2.101604782459176,0.12295828720841621,-0.55244052041246,-0.8219744258144949,0.16081013906066083,0.0,0.0,0.324985412009936,0.26373770249439893,-0.41704737067278164,-2.166273179071415,-1.128911121955679,0.17413352858352824,0.0,0.0,-1.1442802941634775
2006-10-06,0.5867033286112959,-0.49662190769183717,0.5867033286112837,-0.4966219076918623,-0.7333895880513928,-0.6149023096225146,0.6348881296974147,0.0,0.0,0.5243748758243338,0.3489111819624954,-0.22274336308808712,-1.6475537902404305,-0.7659180539143935,0.23253783311592563,0.0,0.0,-1.637388936926693
2006-10-13,0.5571951300242918,-0.4665258061898141,0.5571951300242608,-0.4665258061898393,-1.094799082410669,-0.33104724260135554,1.110375370323472,0.0,0.0,0.5780777567595201,0.3360473253057636,0.17539416337134606,-1.175727863176147,-0.9644327015768047,0.222507112371131,0.0,0.0,-0.7664574321466372
2006-10-20,0.527620190940244,-0.4359062827529706,0.5276201909402511,-0.43590628275299587,-1.1161770155923436,-0.6382673383543817,1.1813679716791776,0.0,0.0,0.6384910577447727,0.32323960419713926,0.06982049904768681,-1.047166814145567,-1.1598700090890894,-0.30185832634888293,0.0,0.0,-0.9215215240540432
2006-10-27,0.4978491864812885,-0.5916600815215586,0.497849186481237,-0.5916600815215941,-0.9921833731868022,-0.8857710104805114,0.5140047343854568,0.0,0.0,0.7075493590887203,0.25284214248140635,-0.37347604369171067,-1.0740764051406086,-1.128232715043074,-0.15616461872280207,0.0,0.0,-1.2583703516551825
2006-11-03,-1.366392972538432,-1.4492188447841619,-1.3663929725383996,-1.44921884478426,-0.7874811367299825,-0.7942092240005342,0.6469503299054992,0.0,0.0,-0.3454408703755279,-0.34771565913572483,-0.2198506591459738,-1.094168282683497,-1.3417859307404187,-0.3660616770579497,0.0,0.0,-0.6029435450035476
2006-11-10,-1.311962962712448,-1.470823802279163,-1.3119629627124363,-1.47082380227928,-0.958296852920261,-1.024057455155545,-0.19362447188626533,0.0,0.0,-0.3149500096347221,-0.35975514216617965,-0.7407924154578025,-1.0528861218640597,-1.754828673963808,-0.3598314739058586,0.0,0.0,-0.33142233690434547
2006-11-17,-1.2609086752674437,-1.5227568151179987,-1.2609086752674334,-1.522756815118147,-1.301353148282765,-0.8633726182288418,0.22589317948338178,0.0,0.0,-0.28341432757356944,-0.3719926225201321,-0.6746622459101476,-0.8021172447602136,-1.786137197221297,-0.12862843150232053,0.0,0.0,-0.6497069671713446
2006-11-24,-1.2128320369557568,-2.3506336684522093,-1.212832036955748,-2.350633668452457,-0.964807853599089,-1.5112719674755544,-0.13577307870925073,0.0,0.0,-0.25054506503211293,-0.20945568803555445,-0.9345687601417098,-0.7705000100398147,-2.0281300805366764,-0.5878269921579024,0.0,0.0,-0.7114698173831926
2006-12-01,0.46307542096101667,-1.3258954050392016,0.46307542096100585,-1.325895405039353,-0.5170666324209671,-1.9568223276824812,-1.090494405805213,0.0,0.0,-0.477563488038774,-0.3709841812994712,-1.4018413188953451,-1.2551469770039076,-0.9334089404264171,-0.0745044945705095,0.0,0.0,0.10923067832852222
2006-12-08,0.44895749044245065,-1.3149124719726286,0.4489574904424402,-1.314912471972795,-0.31927143906277533,-1.543393214425359,-0.4720970587234554,0.0,0.0,-0.46083858229142555,-0.4151180515355814,-0.8822366747979193,-0.8766141710408579,-1.241737311255475,0.0589132927744519,0.0,0.0,0.7427556379557435
2006-12-15,0.4349591705989144,-1.3152861659155102,0.4349591705989043,-1.315286165915699,-1.3003680823931332,-1.185095705007479,-0.038570145159552684,0.0,0.0,-0.44425659156531055,-0.46368855867285674,-0.741788832490108,-0.11397835512749249,-1.3068620596381122,-0.031081859322706334,0.0,0.0,0.030527050002050856
2006-12-22,0.4210720676700146,-1.262646208910364,0.4210720676700048,-1.2626462089105424,-0.6756002488564091,-1.1977985134648974,0.2788434288479291,0.0,0.0,-0.42780380921941324,-0.48447011767589315,-0.6539217316385628,-0.14229410743044008,-0.6930175186969975,0.33437634282945156,0.0,0.0,-0.21712290044692956
2006-12-29,0.407288027004723,-0.1455832839256019,0.40728802700471356,-0.1455832839256228,-0.570619986491631,-1.2589599873070692,0.5987533934675046,0.0,0.0,-0.41146686548784517,-0.6182014479238498,-0.35542953521193843,-0.07777495312878835,-1.0155138474267489,-0.14873065559570228,0.0,0.0,0.35836363195031673
2007-01-05,1.6210516469123117,0.76085275543418,1.621051646912295,0.76085275543429,-0.297113603055422,-0.822431727975378,0.39216520616797074,0.0,0.0,0.24174149577566922,-0.2742179350514864,-0.6519728471023464,-0.6059993015655716,-0.9794527440322769,-0.013680102480767597,0.0,0.0,-0.42253533990392067
2007-01-12,1.548078034191465,0.7681575785301166,1.5480780341914326,0.7681575785302288,-1.2616681484292946,-0.6161469395984114,1.0319498212304263,0.0,0.0,0.24597871804949148,-0.2993955766768471,-0.1650576401373636,-0.16851894761823846,-0.9447203225572882,0.12694827259416128,0.0,0.0,-0.16301211071124388
2007-01-19,1.480941268081072,0.7755453424330884,1.480941268081042,0.7755453424332025,-1.0953439550080661,-0.66278617290337,0.8885595851169821,0.0,0.0,0.250231699873464,-0.3256717293821979,-0.1617759791449217,0.18939837651865826,-1.348412480756874,-0.21027754579800034,0.0,0.0,-0.14801605583210914
2007-01-26,1.4187952603762615,1.9745966530944863,1.4187952603762342,1.9745966530947587,-0.7270716942603737,-0.4449348806686217,0.9289055557463574,0.0,0.0,0.25450074342587836,0.37875965812098483,0.2858969994444357,0.36071266711827576,-0.8653388134835334,0.24862847582552283,0.0,0.0,-0.31263763626708
2007-02-02,-0.1946854920295447,0.7399459734343993,-0.19468549202952334,0.7399459734345013,-1.1951387442477839,-0.5624267490106645,0.4894292209388302,0.0,0.0,0.6499658840338224,0.5943888819040393,0.017075401222421897,0.5958475156726323,-0.8466483954252579,0.5476520163069546,0.0,0.0,-0.4482010724376006
2007-02-09,-0.1915227967937847,0.7114376111737187,-0.19152279679378098,0.711437611173817,-0.6854086116293008,-0.5763650718373738,0.5321345412421802,0.0,0.0,0.6377691175474534,0.5670924629531309,-0.2018458319269696,0.4012907251158962,-1.0575691867347634,0.43810233173239915,0.0,0.0,0.05177814623182111
